166     	-8642
167     	6183
168     	-5711
169     	730
170     	3779
171     	2228
172     	-8526
173     	-4702
174     	488
175     	-4072
176     	-4762
177     	3709
178     	-1401
179     	-2505
180     	2586
181     	-2086
182     	7971
183     	-415
184     	-5267
185     	6328
186     	783
187     	-4983
188     	6888
189     	5053
190     	-3951
191     	9782
192     	-5135
193     	-1175
194     	-9433
195     	-6708
196     	-7301
197     	2658
198     	3948
199     	-2100
200     	5688
201     	1841
202     	-5296
203     	7960
204     	-3325
205     	2675
206     	6803
207     	5027
208     	-134
209     	9311
210     	1700
211     	288
212     	-3861
213     	-6961
214     	-519
215     	7903
216     	6525
217     	-445
218     	-5356
219     	-6356
220     	6438
221     	7014
222     	6937
223     	-7890
224     	-7777
225     	3105
226     	-4247
227     	2716
228     	3735
229     	-7122
230     	7762
231     	9786
232     	1903
233     	765
234     	1817
235     	5288
236     	-1387
237     	9985
238     	2542
239     	4117
240     	-2251
241     	-9569
242     	-5351
243     	-8728
244     	-9118
245     	2220
246     	3679
247     	7887
248     	-1200
249     	6175
250     	-4316
251     	8824
252     	998
253     	4855
254     	8320
255     	8327
256     	9248
257     	-1870
258     	-1113
259     	-7732
260     	-1548
261     	5826
262     	1020
263     	-4436
264     	8293
265     	6664
266     	1095
267     	1612
268     	-7449
269     	7443
270     	-2201
271     	-3102
272     	-564
273     	9385
274     	-6062
275     	8422
276     	-4033
277     	-441
278     	8207
279     	4204
280     	2125
281     	4469
282     	6472
283     	7805
284     	-3558
285     	193
286     	-2930
287     	6702
288     	-6371
289     	-1157
290     	-7318
291     	1287
292     	-2951
293     	4656
294     	-7470
295     	6377
296     	-5978
297     	-5264
298     	2977
299     	340
300     	-9614
301     	9150
302     	-7967
303     	-1700
304     	-7802
305     	-6891
306     	3836
307     	5320
308     	-2880
309     	-98
310     	2906
311     	3129
312     	-4225
313     	-2522
314     	-5279
315     	-409
316     	4230
317     	3815
318     	-838
319     	4050
320     	-7209
321     	6653
322     	-3577
323     	3595
324     	3383
325     	1674
326     	1157
327     	5416
328     	-1901
329     	9910
330     	9969
331     	-1361
332     	-5191
333     	9904
334     	9786
335     	-4633
336     	2314
337     	3094
338     	-9768
339     	-4848
340     	7058
341     	1904
342     	-8209
343     	-323
344     	6249
345     	9192
346     	3379
347     	5198
348     	8069
349     	4986
350     	-2112
351     	-887
352     	8686
353     	-8124
354     	2314
355     	3991
356     	7885
357     	-6095
358     	306
359     	7550
360     	406
361     	-4460
362     	-760
363     	-9815
364     	-1542
365     	7021
366     	1410
367     	-6866
368     	2354
369     	-9662
370     	-517
371     	-290
372     	897
373     	-3898
374     	-9982
375     	9728
376     	-9175
377     	5748
378     	5734
379     	-7089
380     	-4426
381     	5776
382     	7087
383     	-9063
384     	-2423
385     	1172
386     	6829
387     	-235
388     	-4542
389     	3656
390     	7384
391     	3953
392     	-2254
393     	7090
394     	-9783
395     	-7069
396     	8087
397     	7149
398     	8787
399     	5505
400     	3468
401     	-4723
402     	2261
403     	3400
404     	-3440
405     	-2030
406     	5863
407     	7159
408     	6081
409     	1613
410     	5506
411     	-1470
412     	-5074
413     	366
414     	9366
415     	2255
416     	-5182
417     	9991
418     	7053
419     	7192
420     	-1604
421     	4088
422     	-1722
423     	-8261
424     	4860
425     	-9170
426     	-2810
427     	1844
428     	-6276
429     	-1914
430     	-3949
431     	-8864
432     	-7334
433     	-7267
434     	2407
435     	-7752
436     	188
437     	5992
438     	7693
439     	5972
440     	1439
441     	-9216
442     	1949
443     	-9369
444     	-3464
445     	-625
446     	-680
447     	7865
448     	4648
449     	12
450     	2037
451     	-6957
452     	-5708
453     	9778
454     	6823
455     	8580
456     	479
457     	7527
458     	6900
459     	6672
460     	2823
461     	5593
462     	5312
463     	-5692
464     	-4891
465     	1852
466     	-9233
467     	-2104
468     	-3446
469     	4732
470     	-4064
471     	7423
472     	-2306
473     	2969
474     	-54
475     	820
476     	-300
477     	-838
478     	-8247
479     	8001
480     	-5029
481     	1584
482     	-859
483     	-8915
484     	8947
485     	-7711
486     	9285
487     	-7654
488     	-1650
489     	1134
490     	1145
491     	-5310
492     	-560
493     	-4783
494     	-2618
495     	-9191
496     	1387
497     	1049
498     	4050
499     	6611
500     	4466
501     	-7108
502     	54
503     	-7849
504     	-9450
505     	4790
506     	5105
507     	-1017
508     	4262
509     	-3840
510     	-5090
511     	6724
512     	-2861
513     	1172
514     	5381
515     	3589
516     	4285
517     	732
518     	-6179
519     	5727
520     	3270
521     	-7514
522     	4373
523     	-1543
524     	8375
525     	-901
526     	-2512
527     	-1187
528     	-186
529     	7945
530     	8671
531     	-6708
532     	-2813
533     	-3615
534     	522
535     	-2694
536     	-837
537     	5965
538     	3862
539     	-6461
540     	7278
541     	6178
542     	8689
543     	-4707
544     	-9259
545     	-6210
546     	3783
547     	7828
548     	-8746
549     	7336
550     	-5041
551     	5865
552     	-7870
553     	-2015
554     	-3721
555     	8570
556     	4346
557     	7797
558     	6006
559     	-5241
560     	-6299
561     	4312
562     	9599
563     	465
564     	7831
565     	6398
566     	-4209
567     	-1324
568     	-337
569     	-9494
570     	8575
571     	-3299
572     	4667
573     	8725
574     	7870
575     	544
576     	-6612
577     	450
578     	-5277
579     	7587
580     	7745
581     	-1986
582     	-6930
583     	-1018
584     	-60
585     	-6704
586     	9407
587     	-8582
588     	6145
589     	7101
590     	-5824
591     	-5771
592     	3652
593     	6012
594     	4205
595     	2297
596     	-208
597     	2459
598     	-5733
599     	-2176
600     	3699
601     	-7096
602     	7621
603     	-5279
604     	-2120
605     	-3675
606     	-9665
607     	-1724
608     	-4503
609     	-9398
610     	2278
611     	9662
612     	1496
613     	7927
614     	-1162
615     	7
616     	-9130
617     	2038
618     	-8256
619     	-8067
620     	-4204
621     	-154
622     	4828
623     	-2173
624     	-5154
625     	-2060
626     	1110
627     	-6408
628     	2133
629     	506
630     	-8717
631     	-5793
632     	1974
633     	-672
634     	495
635     	3152
636     	5553
637     	8830
638     	-9708
639     	-8381
640     	75
641     	9570
642     	5576
643     	5366
644     	-1991
645     	2053
646     	2736
647     	-2790
648     	-5713
649     	9476
650     	-5682
651     	1348
652     	2713
653     	-7268
654     	-1896
655     	2059
656     	9315
657     	-6037
658     	4035
659     	3797
660     	-9985
661     	5949
662     	-8931
663     	2309
664     	-7227
665     	-6192
666     	-2088
667     	7096
668     	174
669     	-7258
670     	-3503
671     	-5577
672     	7507
673     	-8999
674     	-4861
675     	-2964
676     	-6550
677     	752
678     	9498
679     	1825
680     	5782
681     	1206
682     	3798
683     	9950
684     	-7129
685     	8139
686     	2178
687     	-4789
688     	3239
689     	1865
690     	640
691     	-3988
692     	-9904
693     	-8260
694     	-6273
695     	-6225
696     	-4494
697     	9436
698     	6892
699     	6460
700     	9740
701     	5524
702     	-4524
703     	-369
704     	5338
705     	-5698
706     	-5767
707     	9528
708     	-7429
709     	-9665
710     	-2413
711     	2683
712     	-6787
713     	6858
714     	89
715     	4830
716     	2953
717     	945
718     	8986
719     	-1771
720     	9229
721     	-6712
722     	-3615
723     	-9018
724     	-9057
725     	1436
726     	7203
727     	4530
728     	9237
729     	4547
730     	873
731     	6211
732     	4413
733     	4921
734     	-250
735     	-7342
736     	3062
737     	7081
738     	5216
739     	6733
740     	-8390
741     	-1374
742     	3673
743     	5839
744     	7737
745     	8777
746     	-1067
747     	-7357
748     	-481
749     	341
750     	-5061
751     	-9407
752     	3606
753     	-1332
754     	-6635
755     	-3888
756     	-1555
757     	-2728
758     	4261
759     	6914
760     	-3776
761     	3919
762     	-5201
763     	-8371
764     	8188
765     	3273
766     	1054
767     	9775
768     	-8096
769     	-7408
770     	886
771     	-6930
772     	6207
773     	-4471
774     	-7893
775     	-798
776     	-154
777     	-4282
778     	-501
779     	7357
780     	3160
781     	-3354
782     	6651
783     	1205
784     	-1306
785     	7184
786     	-5836
787     	-533
788     	-3779
789     	-6783
790     	4453
791     	6811
792     	-9550
793     	4960
794     	5219
795     	8559
796     	-4452
797     	6834
798     	8565
799     	1480
800     	9604
801     	2172
802     	828
803     	-2
804     	4313
805     	-1400
806     	9386
807     	2161
808     	399
809     	1538
810     	-3008
811     	3009
812     	-2333
813     	-6875
814     	-8335
815     	4260
816     	99
817     	-8306
818     	-9296
819     	8771
820     	-8970
821     	-6950
822     	1092
823     	5777
824     	-8838
825     	8901
826     	-4611
827     	8669
828     	-6876
829     	85
830     	-7882
831     	886
832     	-9793
833     	-7314
834     	-7239
835     	-2487
836     	4100
837     	3607
838     	3632
839     	220
840     	6664
841     	8891
842     	240
843     	-8539
844     	4178
845     	2807
846     	-5833
847     	129
848     	8999
849     	-1322
850     	-1911
851     	-4579
852     	3183
853     	-6577
854     	-6772
855     	8168
856     	1405
857     	-3015
858     	5363
859     	-300
860     	6359
861     	-4944
862     	-9568
863     	-2908
864     	-1155
865     	8965
866     	-1116
867     	-9343
868     	-3130
869     	100
870     	9066
871     	4621
872     	-6654
873     	-2090
874     	-5698
875     	5147
876     	354
877     	-9701
878     	-4283
879     	1235
880     	9426
881     	3180
882     	-6548
883     	3481
884     	1951
885     	-8075
886     	2616
887     	-6732
888     	-8445
889     	-8339
890     	7097
891     	720
892     	-8835
893     	5634
894     	4336
895     	-6435
896     	-8479
897     	-8749
898     	7228
899     	1022
900     	-5036
901     	-8022
902     	-4528
903     	-3025
904     	8625
905     	-94
906     	8054
907     	4834
908     	4524
909     	-1398
910     	964
911     	2935
912     	552
913     	8750
914     	-190
915     	3693
916     	5978
917     	151
918     	-4306
919     	-7578
920     	7854
921     	2776
922     	4541
923     	2385
924     	-9418
925     	6889
926     	-5013
927     	-8481
928     	-101
929     	7636
930     	8004
931     	-6751
932     	4678
933     	3048
934     	2679
935     	-1111
936     	-4807
937     	-3942
938     	6796
939     	-7624
940     	4855
941     	929
942     	8378
943     	-603
944     	-6024
945     	-7616
946     	-5100
947     	-7523
948     	8687
949     	1770
950     	-9452
951     	-8838
952     	5952
953     	-1235
954     	-1255
955     	-7818
956     	-3557
957     	-615
958     	7090
959     	-1702
960     	1080
961     	-8494
962     	-5057
963     	6536
964     	4168
965     	7603
966     	30
967     	6601
968     	-3714
969     	1104
970     	9845
971     	8459
972     	-6491
973     	-2476
974     	5962
975     	4478
976     	-3996
977     	-5535
978     	5037
979     	-4065
980     	8692
981     	-4413
982     	8893
983     	-3664
984     	9432
985     	2838
986     	-2057
987     	4689
988     	-3970
989     	-1506
990     	-2867
991     	743
992     	-7599
993     	3977
994     	-8348
995     	-8857
996     	6361
997     	5980
998     	-9146
999     	-9397
1000     	6722
1001     	-7969
1002     	-6865
1003     	-4632
1004     	5803
1005     	-2529
1006     	-8016
1007     	-2394
1008     	-5060
1009     	-6295
1010     	3957
1011     	-1143
1012     	5210
1013     	3612
1014     	-6959
1015     	8235
1016     	-6647
1017     	-5816
1018     	-7336
1019     	-3168
1020     	3733
1021     	8718
1022     	6591
1023     	3586
1024     	-8795
1025     	1342
1026     	2958
1027     	9891
1028     	6865
1029     	5129
1030     	1938
1031     	270
1032     	8933
1033     	1767
1034     	-3186
1035     	4729
1036     	4369
1037     	5517
1038     	692
1039     	-5343
1040     	-6631
1041     	7088
1042     	-3335
1043     	-1277
1044     	-1529
1045     	4128
1046     	7874
1047     	-2273
1048     	-7219
1049     	-5855
1050     	-4174
1051     	8129
1052     	-2283
1053     	3003
1054     	168
1055     	-7181
1056     	-363
1057     	7512
1058     	-8743
1059     	4669
1060     	-3118
1061     	4180
1062     	-1997
1063     	-6506
1064     	-5997
1065     	-2123
1066     	-2161
1067     	-9730
1068     	8315
1069     	-6114
1070     	-6954
1071     	3831
1072     	5442
1073     	-5190
1074     	8282
1075     	4709
1076     	-4876
1077     	9753
1078     	7817
1079     	8383
1080     	-3674
1081     	-2575
1082     	7828
1083     	5954
1084     	1574
1085     	7057
1086     	9008
1087     	4072
1088     	-5575
1089     	-8548
1090     	-2142
1091     	7941
1092     	1113
1093     	5008
1094     	1171
1095     	-8694
1096     	7701
1097     	6244
1098     	7577
1099     	5573
1100     	7385
1101     	-904
1102     	-7572
1103     	6541
1104     	-839
1105     	-9781
1106     	-2104
1107     	1689
1108     	-1349
1109     	-9490
1110     	8814
1111     	3604
1112     	4675
1113     	8266
1114     	6653
1115     	-4213
1116     	-9010
1117     	8660
1118     	-1084
1119     	-3997
1120     	1665
1121     	9629
1122     	9335
1123     	-756
1124     	674
1125     	7801
1126     	-4553
1127     	-2490
1128     	1519
1129     	-228
1130     	-5596
1131     	6828
1132     	1118
1133     	3773
1134     	5377
1135     	3277
1136     	3661
1137     	-5242
1138     	-2597
1139     	-759
1140     	4778
1141     	1892
1142     	5292
1143     	-1247
1144     	-5867
1145     	1652
1146     	2967
1147     	-3535
1148     	5397
1149     	-8009
1150     	3590
1151     	8661
1152     	-3392
1153     	-6551
1154     	8875
1155     	6692
1156     	1002
1157     	-8376
1158     	-3820
1159     	3309
1160     	8705
1161     	-7932
1162     	-8703
1163     	586
1164     	3012
1165     	3472
1166     	7303
1167     	4497
1168     	1503
1169     	-2091
1170     	-4635
1171     	5645
1172     	1881
1173     	-2069
1174     	-7856
1175     	-1717
1176     	5149
1177     	9492
1178     	210
1179     	441
1180     	4645
1181     	-3067
1182     	2837
1183     	6879
1184     	8443
1185     	1701
1186     	-7379
1187     	-6512
1188     	4766
1189     	-10
1190     	4544
1191     	-3062
1192     	5297
1193     	-3857
1194     	8437
1195     	-3486
1196     	9677
1197     	-1510
1198     	-6785
1199     	6500
1200     	5953
1201     	2128
1202     	5845
1203     	6896
1204     	-3599
1205     	9259
1206     	-8306
1207     	-2135
1208     	-4140
1209     	-8186
1210     	-298
1211     	-963
1212     	-9351
1213     	3398
1214     	5797
1215     	8644
1216     	-9916
1217     	-2002
1218     	-8977
1219     	9419
1220     	9778
1221     	-8582
1222     	7010
1223     	-1712
1224     	-3840
1225     	8092
1226     	-9196
1227     	5147
1228     	-4999
1229     	-9319
1230     	-6559
1231     	-7691
1232     	3268
1233     	-7207
1234     	2268
1235     	-9298
1236     	3248
1237     	6179
1238     	5674
1239     	-8483
1240     	619
1241     	-7041
1242     	-9269
1243     	-7310
1244     	-5940
1245     	642
1246     	-833
1247     	-1518
1248     	-7048
1249     	-6784
1250     	-4813
1251     	7362
1252     	-8097
1253     	-4989
1254     	-185
1255     	-1464
1256     	6022
1257     	-4204
1258     	773
1259     	647
1260     	9310
1261     	5279
1262     	-5650
1263     	-2455
1264     	-17
1265     	-6860
1266     	-3744
1267     	-4512
1268     	1218
1269     	6731
1270     	-7804
1271     	3734
1272     	-6463
1273     	2767
1274     	5662
1275     	6220
1276     	5917
1277     	1577
1278     	420
1279     	5830
1280     	6766
1281     	-7063
1282     	8217
1283     	4791
1284     	-7031
1285     	-8988
1286     	-1565
1287     	4778
1288     	-4492
1289     	-7394
1290     	5719
1291     	8550
1292     	3525
1293     	-2294
1294     	4078
1295     	1308
1296     	-4807
1297     	4208
1298     	1484
1299     	4400
1300     	-6600
1301     	9756
1302     	7721
1303     	6619
1304     	-2989
1305     	2775
1306     	25
1307     	9073
1308     	-5686
1309     	2091
1310     	-3967
1311     	8423
1312     	4322
1313     	9894
1314     	1570
1315     	-9719
1316     	-6324
1317     	-3624
1318     	-7939
1319     	9652
1320     	2173
1321     	-3962
1322     	-9396
1323     	-1475
1324     	-1675
1325     	5394
1326     	3247
1327     	2060
1328     	-2159
1329     	9781
1330     	2527
1331     	4314
1332     	-7416
1333     	-7037
1334     	-5964
1335     	2004
1336     	-4736
1337     	-2598
1338     	-2382
1339     	577
1340     	6053
1341     	5365
1342     	4705
1343     	665
1344     	-8719
1345     	1404
1346     	-3600
1347     	-4994
1348     	-8491
1349     	-4664
1350     	3070
1351     	5972
1352     	6543
1353     	-8535
1354     	-4416
1355     	2124
1356     	-1695
1357     	4600
1358     	690
1359     	-1503
1360     	9004
1361     	6325
1362     	8702
1363     	9834
1364     	-8326
1365     	-4002
1366     	-9774
1367     	8590
1368     	-7119
1369     	-9856
1370     	601
1371     	199
1372     	-6686
1373     	-8815
1374     	5584
1375     	7015
1376     	955
1377     	-8181
1378     	9902
1379     	9248
1380     	3644
1381     	-5034
1382     	-8501
1383     	6352
1384     	3142
1385     	804
1386     	-1400
1387     	-4458
1388     	-8863
1389     	-7776
1390     	-5826
1391     	-4570
1392     	9176
1393     	-2065
1394     	-7077
1395     	-7704
1396     	-901
1397     	8507
1398     	9644
1399     	-5936
1400     	-1662
1401     	4766
1402     	4598
1403     	2796
1404     	5303
1405     	-9735
1406     	-8516
1407     	360
1408     	-5909
1409     	-40
1410     	6666
1411     	3900
1412     	-5136
1413     	5751
1414     	4510
1415     	7840
1416     	-3464
1417     	-3785
1418     	2981
1419     	7362
1420     	-8267
1421     	-7382
1422     	-3882
1423     	-5333
1424     	-9448
1425     	-3731
1426     	-4457
1427     	-6226
1428     	-780
1429     	3206
1430     	1887
1431     	-7761
1432     	-7456
1433     	-8509
1434     	-1207
1435     	-1128
1436     	4923
1437     	3557
1438     	7113
1439     	5398
1440     	3655
1441     	-8438
1442     	-4977
1443     	-3028
1444     	-9538
1445     	7154
1446     	-9124
1447     	1542
1448     	2359
1449     	-1218
1450     	-9961
1451     	-8681
1452     	-8602
1453     	9415
1454     	4321
1455     	-9108
1456     	-5684
1457     	5498
1458     	-6796
1459     	6087
1460     	-2258
1461     	-6055
1462     	-232
1463     	5175
1464     	2374
1465     	-1808
1466     	-8978
1467     	-175
1468     	-9574
1469     	6572
1470     	-7707
1471     	7014
1472     	4619
1473     	-3285
1474     	8389
1475     	5088
1476     	-5843
1477     	-1822
1478     	442
1479     	7258
1480     	-6642
1481     	2214
1482     	-3334
1483     	4044
1484     	-8001
1485     	2333
1486     	-2314
1487     	-7462
1488     	-7075
1489     	-7758
1490     	-7314
1491     	-5204
1492     	-7877
1493     	-1227
1494     	-8717
1495     	-9688
1496     	-798
1497     	6585
1498     	-2119
1499     	8210
1500     	2080
1501     	-1305
1502     	-9817
1503     	3661
1504     	8746
1505     	-7695
1506     	-8382
1507     	-1
1508     	-8999
1509     	-7065
1510     	8604
1511     	-6901
1512     	-9580
1513     	1533
1514     	-2069
1515     	7826
1516     	5117
1517     	9002
1518     	-3066
1519     	7671
1520     	-2607
1521     	513
1522     	9752
1523     	8212
1524     	6989
1525     	8007
1526     	-3405
1527     	-7402
1528     	2435
1529     	-6581
1530     	-183
1531     	-7011
1532     	-6177
1533     	-2501
1534     	502
1535     	5739
1536     	4375
1537     	9454
1538     	-7655
1539     	-9922
1540     	-4709
1541     	1214
1542     	5779
1543     	129
1544     	-1389
1545     	6763
1546     	-5319
1547     	-1638
1548     	-3785
1549     	-8231
1550     	-9663
1551     	-5131
1552     	9579
1553     	-8343
1554     	-7003
1555     	-8599
1556     	-5464
1557     	-2701
1558     	9994
1559     	1617
1560     	8058
1561     	-3332
1562     	1224
1563     	9781
1564     	9928
1565     	-1935
1566     	-2248
1567     	-1027
1568     	1204
1569     	5965
1570     	-2665
1571     	6832
1572     	3477
1573     	-5954
1574     	-8122
1575     	-8012
1576     	8209
1577     	1625
1578     	6137
1579     	-2490
1580     	-6210
1581     	9527
1582     	4431
1583     	-902
1584     	-531
1585     	9291
1586     	-7304
1587     	5185
1588     	-54
1589     	5699
1590     	6880
1591     	-6282
1592     	2154
1593     	6721
1594     	-4451
1595     	6122
1596     	6660
1597     	-2703
1598     	-5561
1599     	-7211
1600     	78
1601     	3760
1602     	-6165
1603     	-3600
1604     	-7924
1605     	-5731
1606     	-4220
1607     	9516
1608     	743
1609     	7226
1610     	7491
1611     	-8955
1612     	3540
1613     	-5480
1614     	-250
1615     	-7408
1616     	7463
1617     	9252
1618     	-5351
1619     	-9854
1620     	-8205
1621     	-1274
1622     	-4270
1623     	-854
1624     	-545
1625     	2577
1626     	-4621
1627     	-8283
1628     	-1060
1629     	3237
1630     	9297
1631     	-6300
1632     	7776
1633     	-8676
1634     	-4086
1635     	-3940
1636     	576
1637     	-7905
1638     	-196
1639     	-9608
1640     	25
1641     	-9248
1642     	-7496
1643     	-8587
1644     	7520
1645     	-5832
1646     	-8466
1647     	734
1648     	-8338
1649     	-5467
1650     	-966
1651     	-4367
1652     	-2536
1653     	-3571
1654     	-4929
1655     	-5833
1656     	6860
1657     	-6968
1658     	7546
1659     	-6310
1660     	-8004
1661     	9385
1662     	511
1663     	3677
1664     	-3211
1665     	-8858
1666     	-4184
1667     	-4268
1668     	-646
1669     	5679
1670     	9179
1671     	-6245
1672     	8186
1673     	-842
1674     	1102
1675     	5484
1676     	8304
1677     	-2121
1678     	-4532
1679     	-7066
1680     	145
1681     	-4776
1682     	4248
1683     	-6237
1684     	3549
1685     	6458
1686     	-4544
1687     	-1798
1688     	-8012
1689     	2871
1690     	-6775
1691     	-3155
1692     	-1962
1693     	-5989
1694     	3940
1695     	3537
1696     	-9891
1697     	-7853
1698     	306
1699     	4480
1700     	2578
1701     	6684
1702     	6522
1703     	9837
1704     	6708
1705     	-2141
1706     	-8019
1707     	7307
1708     	-1853
1709     	8864
1710     	-1610
1711     	-1497
1712     	8268
1713     	-6542
1714     	-4238
1715     	-1573
1716     	1273
1717     	2128
1718     	6431
1719     	-4050
1720     	-3299
1721     	4065
1722     	-6974
1723     	8913
1724     	-2096
1725     	4474
1726     	-3663
1727     	1311
1728     	-8979
1729     	7155
1730     	-7980
1731     	2021
1732     	6124
1733     	-9156
1734     	-8693
1735     	-5409
1736     	2466
1737     	-5575
1738     	191
1739     	-4138
1740     	-6863
1741     	959
1742     	-5978
1743     	7540
1744     	934
1745     	-6651
1746     	-38
1747     	9290
1748     	-3110
1749     	5487
1750     	8514
1751     	4523
1752     	-4359
1753     	-8045
1754     	-2905
1755     	-9190
1756     	7727
1757     	6539
1758     	3573
1759     	5632
1760     	-2125
1761     	-4687
1762     	-4192
1763     	-4775
1764     	-9519
1765     	-6465
1766     	4335
1767     	9317
1768     	-1241
1769     	7267
1770     	-250
1771     	-2187
1772     	-7632
1773     	437
1774     	3693
1775     	-3193
1776     	-108
1777     	-4068
1778     	2998
1779     	800
1780     	7102
1781     	-4619
1782     	-9835
1783     	5572
1784     	-229
1785     	6447
1786     	212
1787     	-8108
1788     	-9403
1789     	-1309
1790     	-6136
1791     	4109
1792     	3880
1793     	9532
1794     	-9916
1795     	-383
1796     	8665
1797     	-9661
1798     	-2783
1799     	5296
1800     	-8658
1801     	-664
1802     	-8774
1803     	-4734
1804     	2088
1805     	-7174
1806     	2058
1807     	603
1808     	-3993
1809     	-892
1810     	-5362
1811     	-3810
1812     	-534
1813     	519
1814     	9754
1815     	2412
1816     	4901
1817     	-1797
1818     	1891
1819     	-9797
1820     	-6786
1821     	-8548
1822     	-4016
1823     	6707
1824     	1890
1825     	8936
1826     	3176
1827     	5884
1828     	-873
1829     	2611
1830     	6831
1831     	-6585
1832     	9468
1833     	-3196
1834     	-5652
1835     	-1477
1836     	4868
1837     	-5277
1838     	7822
1839     	6656
1840     	6562
1841     	2583
1842     	-2894
1843     	6479
1844     	-2195
1845     	-2454
1846     	2544
1847     	2159
1848     	5234
1849     	-167
1850     	-8528
1851     	-2264
1852     	7556
1853     	-8299
1854     	2497
1855     	-5872
1856     	-5817
1857     	-3699
1858     	-5328
1859     	-8618
1860     	3663
1861     	8049
1862     	-5190
1863     	-1201
1864     	1920
1865     	-7235
1866     	5592
1867     	3827
1868     	-6245
1869     	-9387
1870     	-539
1871     	-3013
1872     	-2468
1873     	-2187
1874     	-1063
1875     	-5519
1876     	-7384
1877     	-5902
1878     	-7347
1879     	2853
1880     	-8108
1881     	2085
1882     	-1779
1883     	-9320
1884     	-2466
1885     	-8014
1886     	-2022
1887     	-8815
1888     	7250
1889     	493
1890     	1762
1891     	-3366
1892     	-9673
1893     	-3749
1894     	-7994
1895     	434
1896     	8045
1897     	-4080
1898     	790
1899     	-3868
1900     	-8561
1901     	-5313
1902     	-4052
1903     	-6203
1904     	-9131
1905     	2937
1906     	-6181
1907     	3804
1908     	-3515
1909     	-3119
1910     	-9968
1911     	5589
1912     	-3546
1913     	-4960
1914     	6428
1915     	4682
1916     	-9347
1917     	4841
1918     	-7772
1919     	5189
1920     	-8420
1921     	3916
1922     	-9402
1923     	6834
1924     	1337
1925     	9291
1926     	7962
1927     	-4195
1928     	-6211
1929     	4273
1930     	2720
1931     	-3162
1932     	-5592
1933     	-2347
1934     	2475
1935     	-9655
1936     	-3206
1937     	2730
1938     	4448
1939     	-7142
1940     	4492
1941     	4728
1942     	-7560
1943     	-8356
1944     	-507
1945     	-5704
1946     	-4490
1947     	-4906
1948     	-5326
1949     	2104
1950     	-1493
1951     	9318
1952     	6445
1953     	-5052
1954     	-7371
1955     	-1642
1956     	5988
1957     	7282
1958     	5392
1959     	-9483
1960     	-7267
1961     	3820
1962     	-6296
1963     	-3440
1964     	2109
1965     	-1442
1966     	1173
1967     	6828
1968     	-8923
1969     	-6465
1970     	-8630
1971     	-6144
1972     	-376
1973     	6673
1974     	-7590
1975     	4608
1976     	4109
1977     	-7832
1978     	5096
1979     	2227
1980     	-726
1981     	-765
1982     	-3250
1983     	-8996
1984     	9685
1985     	5381
1986     	5956
1987     	-9742
1988     	-1439
1989     	-1060
1990     	-354
1991     	-7072
1992     	-7868
1993     	-7760
1994     	-6792
1995     	-7125
1996     	-8888
1997     	1600
1998     	6838
1999     	-8743
2000     	-2676
2001     	-6792
2002     	6826
2003     	-3180
2004     	3183
2005     	5007
2006     	9227
2007     	-2485
2008     	-5533
2009     	-6128
2010     	5138
2011     	1613
2012     	2701
2013     	4625
2014     	1791
2015     	5307
2016     	-7509
2017     	-7127
2018     	1680
2019     	774
2020     	1232
2021     	-2847
2022     	3184
2023     	-6224
